title,author
Shoeless Joe,W.P. Kinsella
Boy's Life,Robert McCammon
Disclosure,Michael Crichton
Twisted,Laurie Halse Anderson
Count Zero,William Gibson
The Puppet Masters,Robert A. Heinlein
The Wave,"Morton Rhue, Todd Strasser"
The Stars Shine Down,Sidney Sheldon
Silver Shadows,Richelle Mead
The End of Eternity,Isaac Asimov
Doubt: A Parable,John Patrick Shanley
Ready or Not,Meg Cabot
Let the Great World Spin,Colum McCann
Empire Falls,Richard Russo
Linger,Maggie Stiefvater
The Last Oracle,James Rollins
The Twelve,Justin Cronin
A Perfect Blood,Kim Harrison
Summer House,Nancy Thayer
The Bellmaker,Brian Jacques
Luna,Julie Anne Peters
Appointment with Death,Agatha Christie
Perelandra,C.S. Lewis
Fragile Eternity,Melissa Marr
A Vintage Affair,Isabel Wolff
The Hunger Games,Suzanne Collins
The Poet,Michael Connelly
The First Confessor,Terry Goodkind
The Hour I First Believed,Wally Lamb
A Thousand Acres,Jane Smiley
Pleasure Unbound,Larissa Ione
Hard Luck,Jeff Kinney
Darkest Mercy,Melissa Marr
Rubinrot,"Kerstin Gier, Anthea Bell"
Kisscut,Karin Slaughter
The Closers,Michael Connelly
High Five,Janet Evanovich
The God of Small Things,Arundhati Roy
City of Fallen Angels,Cassandra Clare
Identical,Ellen Hopkins
City of Masks,Mary Hoffman
Journals,Kurt Cobain
Until Friday Night,Abbi Glines
The Drawing of the Three,Stephen King
Wreck This Journal,Keri Smith
The Satanic Verses,Salman Rushdie
The Madonnas of Leningrad,Debra Dean
The Prince of Tides,Pat Conroy
Orphan X,Gregg Hurwitz
Life Expectancy,Dean Koontz
From Dead to Worse,Charlaine Harris
Fool's Assassin,Robin Hobb
Talon,Julie Kagawa
London: The Novel,Edward Rutherfurd
Explosive Eighteen,Janet Evanovich
Fine Things,Danielle Steel
Obsession in Death,J.D. Robb
The Lottery,Shirley Jackson
The Great Divorce,C.S. Lewis
The Pagan Lord,Bernard Cornwell
Dear Daughter,Elizabeth Little
Glimmerglass,Jenna Black
Rescue,Anita Shreve
The Replacement,Brenna Yovanoff
Winter,Marissa Meyer
Goddess,Josephine Angelini
The Hungry Tide,Amitav Ghosh
To Challenge a Dragon,G.A. Aiken
Effortless,S.C. Stephens
Northern Lights,Nora Roberts
The Watchman,Robert Crais
The Paris Wife,Paula McLain
Half a King,Joe Abercrombie
The King of Torts,John Grisham
The Terror,Dan Simmons
Mad Dogs,Robert Muchamore
Haunted,Kelley Armstrong
Unaccustomed Earth,Jhumpa Lahiri
Freedom,Jonathan Franzen
Sorceress of Darshiva,David Eddings
Boundless,Cynthia Hand
So B. It,Sarah Weeks
Lords and Ladies,Terry Pratchett
Sometimes a Great Notion,Ken Kesey
Whiskey Beach,Nora Roberts
Under The Net,Iris Murdoch
Big Nate on a Roll,Lincoln Peirce
The Missing Piece,Shel Silverstein
The Lovely Bones,Alice Sebold
Girlfriend in a Coma,Douglas Coupland
Hornet Flight,Ken Follett
The Rose Garden,Susanna Kearsley
The Black house,Peter  May
Dead as a Doornail ,Charlaine Harris
The Illustrated Man,Ray Bradbury
The Defector,Daniel Silva
Eating Animals,Jonathan Safran Foer
The Paying Guests,Sarah Waters
Blood Rites,Jim Butcher
Fear,Michael  Grant
I Hunt Killers,Barry Lyga
Sunset,Erin Hunter
A Drink Before the War,Dennis Lehane
Green Rider,Kristen Britain
The Atonement Child,Francine Rivers
Anne of Avonlea,L.M. Montgomery
Runaway,Alice Munro
Annie on My Mind,Nancy Garden
Love in the Afternoon,Lisa Kleypas
Women,Charles Bukowski
Doctor Sleep,Stephen King
Magic Hour,Kristin Hannah
Feet of Clay,Terry Pratchett
Incarnate,Jodi Meadows
The Sands of Time,Sidney Sheldon
Gods in Alabama,Joshilyn Jackson
Gentle Rogue,Johanna Lindsey
One True Thing,Anna Quindlen
Chasing Perfect,Susan Mallery
Dark Reunion,L.J. Smith
White,Ted Dekker
Less Than Zero,Bret Easton Ellis
Trickster's Queen,Tamora Pierce
Hotel du Lac,Anita Brookner
Forbidden,Tabitha Suzuma
Eileen,Ottessa Moshfegh
Skippyjon Jones,Judy Schachner
Spindle's End,Robin McKinley
Dust,Hugh Howey
The Killing Hour,Lisa Gardner
The Tempest,William Shakespeare
Pigs in Heaven,Barbara Kingsolver
What the Night Knows,Dean Koontz
The Boys from Brazil,Ira Levin
The Lying Game,Sara Shepard
Ramona Forever,Beverly Cleary
The Siren,Kiera Cass
Spider Bones,Kathy Reichs
Beautiful Secret,Christina Lauren
The Forbidden Game,L.J. Smith
Heretics of Dune,Frank Herbert
Rosemary's Baby,Ira Levin
Legion,Brandon Sanderson
Uncommon Criminals,Ally Carter
The Last Colony,John Scalzi
The Truth About Forever,Sarah Dessen
The Gathering,Anne Enright
An Abundance of Katherines,John Green
Wildwood Dancing,Juliet Marillier
The Moviegoer,Walker Percy
The Things They Carried,Tim O'Brien
Ungifted,Gordon Korman
Replay,Ken Grimwood
Seeing Redd,Frank Beddor
A Mercy,Toni Morrison
Breathe,Sarah Crossan
Habibi,Craig Thompson
Animalia,Graeme Base
Three Day Road,Joseph Boyden
Nights in Rodanthe,Nicholas Sparks
Hiroshima,John Hersey
Perfect Scoundrels,Ally Carter
Anna Dressed in Blood,Kendare Blake
Half-Blood,Jennifer L. Armentrout
Blood Magick,Nora Roberts
Girl Waits with Gun,Amy  Stewart
Games People Play,Eric Berne
These things hidden,Heather Gudenkauf
Before we met,Lucie Whitehouse
Pathfinder,Orson Scott Card
Dances with Wolves,Michael Blake
A Modest Proposal,Jonathan Swift
Deadlocked,Charlaine Harris
I Will Teach You To Be Rich,Ramit Sethi
One Hundred Names,Cecelia Ahern
The Diamond Age,Neal Stephenson
Cabin Fever,Jeff Kinney
Pushing the Limits,Katie McGarry
A Countess Below Stairs,Eva Ibbotson
All Around the Town,Mary Higgins Clark
Those Who Save Us,Jenna Blum
Perfect Match,Jodi Picoult
The Bourbon Kings,J.R. Ward
Freckle Juice,Judy Blume
La tregua,Mario Benedetti
The Night Angel Trilogy,Brent Weeks
The Last Kingdom,Bernard Cornwell
The Andromeda Strain,Michael Crichton
Wait for Me,Elisabeth Naughton
Promise of Blood,Brian  McClellan
To Kill a Mockingbird,Harper Lee
Be Here Now,"Ram Dass, Richard Alpert"
The Lion,Nelson DeMille
Ironweed,William  Kennedy
The Lollipop Shoes,Joanne Harris
What The Dead Know,Laura Lippman
The Rise of Nine,Pittacus Lore
Prince Lestat,Anne Rice
The Farm,Tom Rob Smith
City of Ashes,Cassandra Clare
The Shock of the New,Robert Hughes
The River,Gary Paulsen
Royal Assassin,Robin Hobb
Sea Glass,Anita Shreve
Eyes of the Dragon,Stephen King
The Marriage Plot,Jeffrey Eugenides
Steelheart,Brandon Sanderson
The Reversal,Michael Connelly
Just Ella,Margaret Peterson Haddix
Defiance,C.J. Redwine
The Witch with No Name,Kim Harrison
Meant to Be,Lauren Morrill
Carry On,Rainbow Rowell
A Land More Kind Than Home,Wiley Cash
Aurora,Kim Stanley Robinson
Magic Strikes,Ilona Andrews
Amphigorey,Edward Gorey
Ariel,Sylvia Plath
Blue Nights,Joan Didion
Days of Blood & Starlight,Laini Taylor
A Bend in the Road,Nicholas Sparks
The Murder on the Links,Agatha Christie
The Red Knight,Miles  Cameron
Grass for His Pillow ,Lian Hearn
Girls in Love,Jacqueline Wilson
The Holiness of God,R.C. Sproul
Vampires are Forever,Lynsay Sands
"Girl, Stolen",April Henry
Then We Came to the End,Joshua Ferris
Cut,Patricia McCormick
Brain on Fire,Susannah Cahalan
Onyx,Jennifer L. Armentrout
The House of Hades,Rick Riordan
The Daylight War,Peter V. Brett
The Dogs of War,Frederick Forsyth
Monsters of Men,Patrick Ness
Downtown Owl,Chuck Klosterman
The Husband's Secret ,Liane Moriarty
Cell,Stephen King
Sullivan's Island,Dorothea Benton Frank
A Tale Dark and Grimm,Adam Gidwitz
The Sword of Shannara,Terry Brooks
Seta,Alessandro Baricco
Foundation and Earth,Isaac Asimov
The Goose Girl,Shannon Hale
The Penelopiad,Margaret Atwood
This Body of Death,Elizabeth  George
Stone Butch Blues,Leslie Feinberg
All But My Life,Gerda Weissmann Klein
Tenth of December,George Saunders
Broken Harbor,Tana French
Giovanni's Room,James     Baldwin
Heartless,Sara Shepard
My Last Duchess,Daisy Goodwin
Kitten's First Full Moon,Kevin Henkes
A Deepness in the Sky,Vernor Vinge
Personal History,Katharine Graham
U Is for Undertow,Sue Grafton
Interesting Times,Terry Pratchett
The Supernaturalist,Eoin Colfer
Our Mutual Friend,Charles Dickens
Tropic of Cancer,Henry Miller
The Perfume Collector,Kathleen Tessaro
Excalibur,Bernard Cornwell
The Remains of the Day,Kazuo Ishiguro
A Dangerous Path,Erin Hunter
Alienated,Melissa Landers
Rogue Squadron,Michael A. Stackpole
The Sportswriter,Richard Ford
Afterlife,Claudia Gray
Palace of Stone,Shannon Hale
The Lewis Man,Peter  May
Tiger's Destiny,Colleen Houck
Shut Out,Kody Keplinger
Scruples,Judith Krantz
Brisingr,Christopher Paolini
Beatrice and Virgil,Yann Martel
The Christmas Sweater,Glenn Beck
milk and honey,Rupi Kaur
Night Broken,Patricia Briggs
The Pigman,Paul Zindel
Toujours Provence,Peter Mayle
The Buddha of Suburbia,Hanif Kureishi
Wise Blood,Flannery O'Connor
The Naked Sun,Isaac Asimov
What Do You Do?,Gillian Flynn
The Night Circus,Erin Morgenstern
Breakable,Tammara Webber
Bridge to Terabithia,Katherine Paterson
Queen of the Darkness,Anne Bishop
After We Collided,Anna Todd
The Happiness Project,Gretchen Rubin
Pilgrim at Tinker Creek,Annie Dillard
Swing Time,Zadie Smith
Brave New World,Aldous Huxley
Capital,John Lanchester
Schindler's Ark,Thomas Keneally
Renegade's Magic,Robin Hobb
Flight Behavior,Barbara Kingsolver
Jamaica Inn,Daphne du Maurier
Of Mice and Men ,John Steinbeck
Jingo,Terry Pratchett
Reasons To Stay Alive ,Matt Haig
The Runaway King,Jennifer A. Nielsen
"Fallout (Crank, #3)",Ellen Hopkins
The Great Dune Trilogy,Frank Herbert
A Spool of Blue Thread,Anne Tyler
Mr. Brown Can Moo! Can You?,Dr. Seuss
The Red Pyramid,Rick Riordan
The Haunted,Jessica Verday
Double Time,Olivia Cunning
The Golden Notebook,Doris Lessing
Ser Como o Rio que Flui,Paulo Coelho
Things Not Seen,Andrew Clements
Nights of Rain and Stars,Maeve Binchy
The Robots of Dawn,Isaac Asimov
Just One Night,Gayle Forman
North of Beautiful,Justina Chen
Beautiful Day,Elin Hilderbrand
On Beauty,Zadie Smith
F is for Fugitive,Sue Grafton
Graceling,Kristin Cashore
Thirst No. 1,Christopher Pike
Child 44,Tom Rob Smith
One Foot in the Grave,Jeaniene Frost
Forever Princess,Meg Cabot
Dust & Decay,Jonathan Maberry
The Fourth Bear,Jasper Fforde
All Fall Down,Ally Carter
Radiant Shadows,Melissa Marr
Prophet,Frank E. Peretti
Bloodsucking Fiends,Christopher Moore
Black Hawk Down,Mark Bowden
Queen of Babble,Meg Cabot
Personal Demon,Kelley Armstrong
Prozac Nation,Elizabeth Wurtzel
I Am Half-Sick of Shadows ,Alan Bradley
Magic's Pawn,Mercedes Lackey
A Bite to Remember,Lynsay Sands
Messenger ,Lois Lowry
Under the Never Sky,Veronica Rossi
Deeper than the Dead,Tami Hoag
Beauty Queens,Libba Bray
The Devil Wears Prada,Lauren Weisberger
The Silent Wife,A.S.A. Harrison
Heist Society,Ally Carter
True Evil,Greg Iles
The Lost Prince,Julie Kagawa
Odd Thomas,Dean Koontz
The Killer Inside Me,Jim Thompson
Wintergirls,Laurie Halse Anderson
Falling Under,Gwen Hayes
Jesus' Son: Stories,Denis Johnson
Executive Orders,Tom Clancy
The Book Thief,Markus Zusak
Grip of the Shadow Plague,Brandon Mull
The Outsiders,S.E. Hinton
Passage to Dawn,R.A. Salvatore
The Fury,L.J. Smith
The Whole Truth,David Baldacci
Endymion,Dan Simmons
Dodger,Terry Pratchett
Wonderstruck,Brian Selznick
The City of Mirrors,Justin Cronin
Happily Ever After,Kiera Cass
The Archived,Victoria Schwab
The Perfect Husband,Lisa Gardner
After the Funeral ,Agatha Christie
Llama Llama Mad at Mama,Anna Dewdney
Greg Heffley's Journal,Jeff Kinney
Strange Candy,Laurell K. Hamilton
Going Bovine,Libba Bray
Cross Justice,James Patterson
Assassination Vacation,Sarah Vowell
The Seeress of Kell,David Eddings
The Lowland,Jhumpa Lahiri
A Widow for One Year,John Irving
The Kite Runner ,Khaled Hosseini
Snuff,Chuck Palahniuk
Rodrick Rules,Jeff Kinney
Predator,Patricia Cornwell
Death Without Company,Craig Johnson
Tempted,"P.C. Cast, Kristin Cast"
The Longest Ride,Nicholas Sparks
Skin Tight,Carl Hiaasen
Intet,"Janne Teller, Martin Aitken"
Breaking Free,Beth Moore
Raven's Gate,Anthony Horowitz
Lexicon,Max Barry
Crossing to Safety,Wallace Stegner
Every Which Way But Dead,Kim Harrison
The Amityville Horror,Jay Anson
Blood Canticle,Anne Rice
Marked in Flesh,Anne Bishop
Beneath a Marble Sky,John Shors
The Far Side Gallery 3,Gary Larson
Equal Rites,Terry Pratchett
Thinner,"Richard Bachman, Stephen King"
Prince of Fools,Mark  Lawrence
The Empty Chair ,Jeffery Deaver
Blink,Ted Dekker
Track of the Cat,Nevada Barr
The Name of the Wind,Patrick Rothfuss
Afterworlds,Scott Westerfeld
Mistral's Kiss,Laurell K. Hamilton
The Weight of Water,Anita Shreve
Witches Abroad,Terry Pratchett
Mr. Mercedes,Stephen King
The Corrections,Jonathan Franzen
The Litigators,John Grisham
Anne of Ingleside,L.M. Montgomery
Odd Hours,Dean Koontz
The Pilot's Wife,Anita Shreve
Seeds of Yesterday,V.C. Andrews
The Julian chapter,R.J. Palacio
The Rise of Endymion,Dan Simmons
The Yellow Birds,Kevin Powers
Steal Like an Artist,Austin Kleon
The Christmas Train,David Baldacci
Skeleton Key,Anthony Horowitz
The Last Mile,David Baldacci
Drama,"Raina Telgemeier, Gurihiru"
Entwined with You,Sylvia Day
Great North Road,Peter F. Hamilton
Bad Blood,John Sandford
Suttree,Cormac McCarthy
The Last Juror,John Grisham
Flight Of The Old Dog,Dale Brown
Gone,Michael  Grant
The Declaration,Gemma Malley
The Red House,Mark Haddon
Inferno,Dan Brown
Friday,Robert A. Heinlein
Drop Shot,Harlan Coben
Foreign Influence,Brad Thor
The Fireman,Joe Hill
The Prestige,Christopher Priest
The Spellman Files,Lisa Lutz
Voyager,Diana Gabaldon
The Queen's Fool,Philippa Gregory
The Associate,John Grisham
Salt to the Sea,Ruta Sepetys
Indulgence in Death,J.D. Robb
The Reality Bug,D.J. MacHale
Kiss of the Night,Sherrilyn Kenyon
Back When We Were Grownups,Anne Tyler
The Persuader,Lee Child
The Bone Tree,Greg Iles
Wintersmith,Terry Pratchett
The Lost City of Faar,D.J. MacHale
Revolution,Jennifer Donnelly
Dark Needs at Night's Edge,Kresley Cole
The Sands of Time,Sidney Sheldon
Sick Puppy,Carl Hiaasen
Anatomy for the Artist,Sarah Simblet
In the Unlikely Event,Judy Blume
The Last Guardian,Eoin Colfer
Maktub,Paulo Coelho
Bite Me,Christopher Moore
Modern Lovers,Emma Straub
Safe Haven,Nicholas Sparks
Gods and Generals,Jeff Shaara
King Rat,James Clavell
Salem Falls,Jodi Picoult
Eaters of the Dead,Michael Crichton
The Invisible Man,H.G. Wells
The Raven Boys,Maggie Stiefvater
The Cartel,Don Winslow
A Northern Light,Jennifer Donnelly
Common Sense,Thomas Paine
Shadows,Jennifer L. Armentrout
Hissy Fit,Mary Kay Andrews
Pay It Forward,Catherine Ryan Hyde
The Bone Garden,Tess Gerritsen
Lost Lake,Sarah Addison Allen
Tithe: A Modern Faerie Tale,Holly Black
Heaven,V.C. Andrews
The Beach House,Jane Green
Midnight,Dean Koontz
American Tabloid,James Ellroy
The Sheltering Sky,Paul Bowles
Mr. Darcy's Diary,Amanda Grange
The Messenger,Markus Zusak
The Right Stuff,Tom Wolfe
Blindsight,Peter Watts
Strength in What Remains,Tracy Kidder
Financial Peace Revisited,Dave Ramsey
Save Me,Lisa Scottoline
Second Glance,Jodi Picoult
The Witches,"Roald Dahl, Quentin Blake"
A Thousand Pieces of You,Claudia Gray
Absolute Fear,Lisa Jackson
Ender's Shadow,Orson Scott Card
The View from Saturday,E.L. Konigsburg
Blubber,Judy Blume
Sword Song,Bernard Cornwell
Heartless,Gail Carriger
The Middlesteins,Jami Attenberg
Once and Always,Judith McNaught
Second Life,S.J. Watson
Ruby Holler,Sharon Creech
The Liar,Nora Roberts
Dairy Queen,Catherine Gilbert Murdock
Unbelievable,Sara Shepard
The MasterHarper of Pern,Anne McCaffrey
Regeneration,Pat Barker
Bad Luck and Trouble,Lee Child
Princess in Pink,Meg Cabot
The Alloy of Law,Brandon Sanderson
Letter to a Christian Nation,Sam Harris
A Walk Across the Sun,Corban Addison
No Country for Old Men,Cormac McCarthy
Sang Pemimpi,Andrea Hirata
The System of the World,Neal Stephenson
Flight: A Novel,Sherman Alexie
Born in Shame,Nora Roberts
Absolution Gap,Alastair Reynolds
The Judas Strain,James Rollins
Cards on the Table,Agatha Christie
Jackdaws,Ken Follett
Without Fail ,"Lee Child, Dick Hill"
The Siren,Tiffany Reisz
Little Children,Tom Perrotta
Art of Seduction,Robert Greene
The Known World,Edward P. Jones
Swallowing Darkness,Laurell K. Hamilton
Night Pleasures,Sherrilyn Kenyon
The Girl on the Train,Paula Hawkins
Darkfever,Karen Marie Moning
Crave,J.R. Ward
Ten Little Niggers,Agatha Christie
Masquerade,Melissa de la Cruz
Holidays on Ice,David Sedaris
Put Me in the Zoo,Robert Lopshire
Autobiography of a Face,Lucy Grealy
Rivers of London,Ben Aaronovitch
The Black Cauldron,Lloyd Alexander
Bloodrose,Andrea Cremer
Chomp!,Carl Hiaasen
The Windup Girl,Paolo Bacigalupi
Magic Study,Maria V. Snyder
As You Like It,William Shakespeare
Vision in White,Nora Roberts
City of Glass,Paul Auster
The Longest Day,Cornelius Ryan
The Polar Express,Chris Van Allsburg
Rabbit at Rest,John Updike
American Psycho,Bret Easton Ellis
Blue Moon,Alyson Noel
The Darkest Hour,Maya Banks
Stepbrother Dearest,Penelope Ward
Wishful Drinking,Carrie Fisher
The Cat in the Hat Comes Back,Dr. Seuss
The Sirens of Titan,Kurt Vonnegut Jr.
Valis,Philip K. Dick
The 20th Century Art Book,Phaidon Press
The Bird and the Sword,Amy Harmon
Before the Fall,Noah Hawley
The Queen of the Damned,Anne Rice
Toll the Hounds,Steven Erikson
The Atrocity Archives,Charles Stross
The Chocolate War,Robert Cormier
The Last Dragonslayer,Jasper Fforde
Willow,Julia Hoban
Velocity,Dean Koontz
Nexus,Ramez Naam
All-of-a-Kind Family,Sydney Taylor
Devil's Game,Joanna Wylde
The Dive From Clausen's Pier,Ann Packer
Path of the Assassin,Brad Thor
Pursuit of God,A.W. Tozer
How We Decide,Jonah Lehrer
Mockingbird,Kathryn Erskine
The Wretched of Muirwood,Jeff Wheeler
Raise the Titanic!,Clive Cussler
On Chesil Beach,Ian McEwan
Shadow Kiss,Richelle Mead
Reunion,"Karen Kingsbury, Gary Smalley"
The Paper Magician,Charlie N. Holmberg
Fatal Voyage,Kathy Reichs
The Concrete Blonde,Michael Connelly
Hold Still,Nina LaCour
Sleeping Arrangements,Madeleine Wickham
The Blue Castle,L.M. Montgomery
Tintentod,Cornelia Funke
Killing Floor,Lee Child
Red Lily,Nora Roberts
Harriet the Spy,Louise Fitzhugh
Drinking: A Love Story,Caroline Knapp
Supernaturally,Kiersten White
"Full Dark, No Stars",Stephen King
The Android's Dream,John Scalzi
Delusion in Death,J.D. Robb
Birdsong,Sebastian Faulks
Ice Station,Matthew Reilly
Saving June,Hannah Harrington
Last Argument of Kings,Joe Abercrombie
Midnight Awakening ,Lara Adrian
Redshirts,John Scalzi
The Water Knife,Paolo Bacigalupi
Rainbow Six,Tom Clancy
The Six Sacred Stones,Matthew Reilly
The Secret Chord,Geraldine Brooks
The Dreaming Void,Peter F. Hamilton
The Matarese Circle,Robert Ludlum
Never Seduce a Scot,Maya Banks
The summer I turned pretty,Jenny Han
Lake in the Clouds,Sara Donati
Double Cross,James Patterson
Brian's Winter,Gary Paulsen
The Wedding Girl,Madeleine Wickham
Orphan Train,Christina Baker Kline
Bag of Bones,Stephen King
As The Crow Flies,Jeffrey Archer
Double Indemnity,James M. Cain
Dark Flame,Alyson Noel
Locked On,"Tom Clancy, Mark Greaney"
The Rogue,Trudi Canavan
"Lucia, Lucia",Adriana Trigiani
A Bend in the River,V.S. Naipaul
The Scarlet Feather,Maeve Binchy
Ordinary People,Judith Guest
The Big Over Easy,Jasper Fforde
Cryptonomicon,Neal Stephenson
The Amber Spyglass,Philip Pullman
Handle with Care,Jodi Picoult
The Innocent Man,John Grisham
Dad Is Fat,Jim Gaffigan
Patient Zero,Jonathan Maberry
The Book of Joe,Jonathan Tropper
Zeitoun,Dave Eggers
Sex and the City,Candace Bushnell
Corduroy,Don Freeman
The Miracle Worker,William  Gibson
A Prisoner of Birth,Jeffrey Archer
First Family,David Baldacci
Motherless Brooklyn,Jonathan Lethem
Pnin,"Vladimir Nabokov, David Lodge"
We Are Called to Rise,Laura  McBride
Child of the Prophecy ,Juliet Marillier
The Westing Game,Ellen Raskin
Silver on the Tree,Susan Cooper
Eight Cousins,Louisa May Alcott
The Sight,Erin Hunter
Every Day,David Levithan
The Aviator's Wife,Melanie Benjamin
Gerald's Game,Stephen King
Black Like Me,John Howard Griffin
Mr. Murder,Dean Koontz
A Million Little Pieces,James Frey
Pretty Little Liars,Sara Shepard
Danse Macabre,Stephen King
A is for Alibi,Sue Grafton
Lie Down With Lions,Ken Follett
Summer Island,Kristin Hannah
The Silent Girl,Tess Gerritsen
Memory in Death ,J.D. Robb
Anthem,Ayn Rand
A Virtuous Woman ,Kaye Gibbons
A Year Down Yonder,Richard Peck
The Middle Place,Kelly Corrigan
The Third Twin,Ken Follett
The Sea,John Banville
The Thief of Always,Clive Barker
Escape,"Carolyn Jessop, Laura Palmer"
The Summoning,Kelley Armstrong
Sisters,Danielle Steel
Caleb's Crossing,Geraldine Brooks
The Leftovers,Tom Perrotta
Violin,Anne Rice
The Magic (The Secret #3),Rhonda Byrne
The Glass Menagerie,Tennessee Williams
Paris,Edward Rutherfurd
Inside Out & Back Again,Thanhha Lai
The Winter People,Jennifer McMahon
Breakfast with Buddha,Roland Merullo
Gold,Chris Cleave
Sons of Fortune,Jeffrey Archer
Dead Ever After,Charlaine Harris
A Light in the Attic,Shel Silverstein
Plainsong,Kent Haruf
Home Again,Kristin Hannah
The Enchantress,Michael Scott
The Night Sister,Jennifer McMahon
Invisible Prey,John Sandford
The Little House,Virginia Lee Burton
Dark Matter,Blake Crouch
Virals,"Kathy Reichs, Brendan Reichs"
Bridge of Sighs,Richard Russo
The Scarpetta Factor ,Patricia Cornwell
Baby Proof,Emily Giffin
Fever Pitch,Nick Hornby
Mossflower,Brian Jacques
Angela's Ashes: A Memoir,Frank McCourt
The Folk of Faraway Tree,Enid Blyton
Congo,Michael Crichton
Eleven on Top,Janet Evanovich
Honor's Splendour,Julie Garwood
The Neighbor,Lisa Gardner
Rainbow Valley,L.M. Montgomery
The Moon Is Down,John Steinbeck
Girl in Hyacinth Blue,Susan Vreeland
The Outlaw Demon Wails ,Kim Harrison
Iron Kissed,Patricia Briggs
The Orchardist,Amanda Coplin
Affliction,Laurell K. Hamilton
The Chase,Clive Cussler
Sweet Filthy Boy ,Christina Lauren
The Killer Angels,Michael Shaara
Angels Flight,Michael Connelly
Someone,Alice McDermott
Love Story,Erich Segal
Shadow of the Giant,Orson Scott Card
A Dirty Job,Christopher Moore
Captains and the Kings,Taylor Caldwell
The Wishsong of Shannara ,Terry Brooks
First Frost,Sarah Addison Allen
Runaway Ralph,Beverly Cleary
Woken Furies,Richard K. Morgan
The Hard Way,Lee Child
Unwind,Neal Shusterman
"Eats, Shoots and Leaves",Lynne Truss
Lord Jim,Joseph Conrad
Dexter in the Dark,Jeff Lindsay
Anansi Boys,Neil Gaiman
Clockwork Angel,Cassandra Clare
Motor Mouth,Janet Evanovich
Good Wives,Louisa May Alcott
Forever Peace ,Joe Haldeman
Hidden,"P.C. Cast, Kristin Cast"
Boundaries,"Henry Cloud, John Townsend"
The Silence of the Lambs,Thomas Harris
First Among Sequels ,Jasper Fforde
Black Water,D.J. MacHale
Kar,"Orhan Pamuk, Maureen Freely"
The Greatest Generation,Tom Brokaw
Club Dead,Charlaine Harris
The Jungle Book,Rudyard Kipling
Rainbows End,Vernor Vinge
Books of Blood: Volume One,Clive Barker
Candide,Voltaire
The Family Fang,Kevin    Wilson
The Sweet Far Thing,Libba Bray
A Crown of Swords,Robert Jordan
The List,Siobhan Vivian
The Drop,Michael Connelly
Abhorsen,Garth Nix
"Boy, Snow, Bird",Helen Oyeyemi
Bone Crossed,Patricia Briggs
Survivor,Chuck Palahniuk
The Swan Thieves,Elizabeth Kostova
Light A Penny Candle,Maeve Binchy
Breathing Lessons,Anne Tyler
The Covenant,Beverly  Lewis
Snow Crash,Neal Stephenson
House of Sand and Fog,Andre Dubus III
The Ghost Map,Steven Johnson
The Fires of Heaven,Robert Jordan
Five Children and It ,E. Nesbit
The Other Queen,Philippa Gregory
Fourth of July Creek,Smith Henderson
Ever After,Karen Kingsbury
The King's Buccaneer,Raymond E. Feist
Cook with Jamie,Jamie Oliver
The Third Policeman,Flann O'Brien
The Lost Gate,Orson Scott Card
Pollyanna,Eleanor H. Porter
The Hidden Oracle,Rick Riordan
Pines,Blake Crouch
Bittersweet,Miranda Beverly-Whittemore
The Scarlatti Inheritance,Robert Ludlum
Fall of Giants,Ken Follett
Hunting Ground,Patricia Briggs
The Scar of David,Susan Abulhawa
Holes,"Louis Sachar, Louis Sachar"
The Candy Shop War,Brandon Mull
My Best Friend's Girl,Dorothy Koomson
Rilla of Ingleside,L.M. Montgomery
Gorillas in the Mist,Dian Fossey
H is for Homicide,Sue Grafton
Everything Leads to You,Nina LaCour
The Troop,Nick Cutter
Styxx,Sherrilyn Kenyon
Homeland,R.A. Salvatore
Theodore Rex,Edmund Morris
An Ice Cold Grave,Charlaine Harris
Hidden Riches,Nora Roberts
The Testing,Joelle Charbonneau
Darkfall,Dean Koontz
Kitty Goes to Washington,Carrie Vaughn
Welcome to the Jungle,Jim Butcher
By the Sword,Mercedes Lackey
Death Comes to Pemberley,P.D. James
Love Anthony,Lisa Genova
Authority ,Jeff VanderMeer
The Beatles: The Biography,Bob Spitz
The Rum Diary,Hunter S. Thompson
Stargazer,Claudia Gray
Twilight,"Leigh Nichols, Dean Koontz"
Where the Red Fern Grows,Wilson Rawls
R is for Ricochet,Sue Grafton
The Buried Giant,Kazuo Ishiguro
Frostbite,Richelle Mead
Finale,Becca Fitzpatrick
Abaddon's Gate,James S.A. Corey
The Midwich Cuckoos,John Wyndham
The Cay,Theodore Taylor
The City of Falling Angels,John Berendt
The Stonekeeper's Curse,Kazu Kibuishi
Golden Son,Pierce Brown
Out of the Easy,Ruta Sepetys
The Earthsea Trilogy,Ursula K. Le Guin
Cutting for Stone,Abraham Verghese
The Egypt Game,Zilpha Keatley Snyder
The Book with No Pictures,B.J. Novak
Angels & Demons ,Dan Brown
Airman,Eoin Colfer
Memorial Day,Vince Flynn
Beloved,Toni Morrison
Burial Rites,Hannah Kent
A Good Yarn,Debbie Macomber
In This Mountain (Mitford),Jan Karon
The Postman,David Brin
The Girl with All the Gifts,M.R. Carey
The Nightingale,Kristin Hannah
Perfect You,Elizabeth Scott
Salvation in Death,J.D. Robb
Glue,Irvine Welsh
Cuentos de Eva Luna,Isabel Allende
A Hat Full of Sky,Terry Pratchett
The Eagle Has Landed,Jack Higgins
